
2025-08-28 12:51:50 [INFO] [PID:78684] ============================================================
2025-08-28 12:51:50 [INFO] [PID:78684] Production VAD (identity-preserving) starting
2025-08-28 12:51:50 [INFO] [PID:78684] Paths: in=data/<split>/<split>/wav/<spk>/*.wav | out=data/processed/vad_segments/<split>/<spk>/*.wav
2025-08-28 12:51:50 [INFO] [PID:78684] 16kHz | frame=30ms | merge_gap=0.5 | energy=adaptive@14pct
2025-08-28 12:51:50 [INFO] [PID:78684] ============================================================
2025-08-28 12:51:50 [INFO] [PID:78684] 
Processing TRAIN split: 174 speakers
2025-08-28 12:51:50 [INFO] [PID:78684] Configuration: min_segment_length=1.6s, energy_threshold=adaptive@14pct
2025-08-28 12:52:27 [INFO] [PID:82000] SSB0018: 422 segments | rejected_short=6, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:27 [INFO] [PID:7088] SSB1728: 209 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:27 [INFO] [PID:96492] SSB1810: 226 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:27 [INFO] [PID:62504] SSB1956: 2 segments | rejected_short=12, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:27 [INFO] [PID:94464] SSB1935: 1 segments | rejected_short=41, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:28 [INFO] [PID:95112] SSB1806: 220 segments | rejected_short=10, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:28 [INFO] [PID:77548] SSB1745: 237 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:28 [INFO] [PID:89556] SSB1846: 174 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:28 [INFO] [PID:68044] SSB1809: 224 segments | rejected_short=5, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:35 [INFO] [PID:93712] SSB1872: 410 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:36 [INFO] [PID:82828] SSB1891: 479 segments | rejected_short=21, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:37 [INFO] [PID:92180] SSB1878: 490 segments | rejected_short=10, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:37 [INFO] [PID:82512] SSB1902: 424 segments | rejected_short=32, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:38 [INFO] [PID:89216] SSB1918: 434 segments | rejected_short=59, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:39 [INFO] [PID:78684] 
TEST Summary:
2025-08-28 12:57:39 [INFO] [PID:78684]   Processed speakers: 188/214 (87.9%)
2025-08-28 12:57:39 [INFO] [PID:78684]   Total segments: 22,344
2025-08-28 12:57:39 [INFO] [PID:78684]   Average segments per speaker: 104.4
2025-08-28 12:57:39 [INFO] [PID:78684]   Segment acceptance rate: 90.1%
2025-08-28 12:57:39 [INFO] [PID:78684]   Rejected (short): 2463
2025-08-28 12:57:39 [INFO] [PID:78684]   Rejected (low energy): 0
2025-08-28 12:57:39 [INFO] [PID:78684]   Skipped existing: 0
2025-08-28 12:57:39 [INFO] [PID:78684]   Preprocessing failures: 0
2025-08-28 12:57:39 [INFO] [PID:78684]   Time taken: 349.7 seconds
2025-08-28 12:57:39 [INFO] [PID:78684] ============================================================
2025-08-28 12:57:39 [INFO] [PID:78684] VAD processing complete.
2025-08-28 12:57:39 [INFO] [PID:78684] Total time: 349.9 seconds.
